code,name,market,category,riskLevel,personality,profit1,profit1_reason,profit1_source,profit2,profit2_reason,profit2_source,profit3,profit3_reason,profit3_source,key1,key1_reason,key1_source,key2,key2_reason,key2_source,key3,key3_reason,key3_source,risk1,risk1_reason,risk1_source,risk2,risk2_reason,risk2_source,risk3,risk3_reason,risk3_source,reminder
1423,利華,上市紡織纖維,,,羊毛加工廠,羊毛條,,,防縮羊毛,,,毛紡織品,,,國際羊毛拍賣價格,,,冬季服飾需求,,,匯率(澳幣/台幣),,,羊毛價格暴跌,,,暖冬導致需求減少,,,庫存去化困難,,,台灣碩果僅存的羊毛廠，獲利高度依賴羊毛原料價格與氣候(冷冬/暖冬)。
1419,新紡,上市紡織纖維,I099030,,坐擁士林精華土地，地產開發價值遠大於紡織本業,機能布料代工,,,士林廠房租賃,,,營建與土地開發,,,士林地產開發進度,,,高毛利產品佔比,,,資產重估利益,,,政策性限建風險,,,紡織單價下滑,,,升息影響房地產評價,,,名副其實的土地概念股，資產價值是股價支撐
1418,東華,上市紡織纖維,,,亞克力纖維獨苗,亞克力棉(Acrylic),,,亞克力毛條,,,碳纖維前驅體(少量),,,原料AN價格,,,冬季衣物需求,,,毛利率變化,,,原料AN價格波動劇烈,,,替代纖維競爭,,,單一產品風險,,,台灣唯一的亞克力棉廠，產品具獨佔性但市場規模受限，股性冷僻。
1417,嘉裕,上市紡織纖維,,,從西服品牌代理成功轉型為「國軍服裝與餐飲」供應商,國軍服裝代工,,,自有品牌與代理,,,餐飲事業,,,國軍採購合約,,,庫存去化速度,,,餐飲門店獲利,,,標案結束後空窗期,,,成衣市場競爭劇烈,,,品牌老化,,,近期獲利轉機點在於國軍合約帶來的穩定營收
1414,東和,上市紡織纖維,,,歷史悠久,規模小但資產紮實的長纖維業者,,,長纖維紡紗,,,布料銷售,,,資產租賃,,,小麥/棉花等原料,,,國內成衣需求,,,設備更新進度,,,成交量稀少(流動性),,,產品替代風險,,,電費成本上升
1413,宏洲,上市紡織纖維,,,宜進的小衛星,聚酯長纖,,,加工絲,,,盤元,,,母公司(宜進)策略,,,加工絲盤價,,,產能利用率,,,財務結構較弱,,,產品缺乏差異化,,,景氣波動風險,,,宜進集團成員，產品與母公司雷同，通常跟著集團作帳行情連動。
1410,南染,上市紡織纖維,,,轉型不動產租賃，獲利結構單一且極其穩定的「收租公」,染整代工,,,土地及廠房租賃,,,倉儲物流收益,,,租賃稼動率,,,資產開發時程,,,紡織本業毛利率,,,本業持續萎縮,,,土地稅率調整,,,單一租客合約風險,,,適合追求穩定現金流而非股價增長的存股族
1409,新纖,上市紡織纖維,,,專精於瓶用酯粒與工程塑膠，切入電動車供應鏈,瓶用酯粒(PET),,,工程塑膠,,,光電薄膜與化纖,,,夏季飲料需求(酯粒),,,車用材料認證,,,與比利時化學廠合作,,,原料PTA/EG成本,,,中國同業擴產壓力,,,終端消費市場疲軟,,,轉型高附加價值材料為其估值上修的重點
1402,遠東新,上市紡織纖維,,,全球聚酯回收領航者，橫跨電信與土地開發的綜合巨擘,聚酯與化纖產品,,,遠傳電信等轉投資,,,土地開發與租賃,,,rPET(回收聚酯)產能,,,遠傳獲利貢獻,,,資產重估價值,,,國際油價大幅波動,,,化纖產能過剩,,,匯率變動損失,,,它是披著紡織皮的綜合控股與資產股
TSE15,電機機械,上市電機機械,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8996,高力,上市電機機械,J001110,,散熱與能源設備股，AI與綠能雙題材,熱交換器,,,散熱模組,,,能源設備,,,AI訂單,,,毛利率,,,能源需求,,,訂單延遲,,,原料上漲,,,景氣修正,,,題材驅動型循環股
8374,羅昇,上市電機機械,I023600,,自動化零組件通路商,自動化元件銷售,,,代理品牌,,,系統整合,,,製造業景氣,,,庫存水位,,,毛利率,,,景氣衰退,,,庫存壓力,,,價格競爭,,,連動製造景氣
8222,寶一,上市電機機械,J001450,,航太零件加工股,航太零件,,,OEM代工,,,外銷訂單,,,航太產能,,,接單能見度,,,毛利率,,,航太需求下滑,,,客戶集中,,,景氣衰退,,,航太景氣循環股
6606,建德工業,上市電機機械,,,工具機小型循環股,工具機銷售,,,加工服務,,,外銷,,,工具機接單,,,出口比例,,,毛利率,,,製造業衰退,,,匯率波動,,,價格競爭,,,典型工具機循環
5288,豐祥-KY,上市電機機械,,,汽車與機車零件股,機車零件,,,汽車零件,,,外銷市場,,,汽車銷量,,,毛利率,,,接單能見度,,,車市下滑,,,原料上漲,,,匯率風險,,,車市循環股
4583,台灣精銳,上市電機機械,J001500|I015041,,精密減速機龍頭,減速機銷售,,,機器人零件,,,自動化設備,,,自動化需求,,,毛利率,,,產能利用率,,,設備投資下滑,,,競爭加劇,,,原料成本,,,自動化成長股
4576,大銀微系統,上市電機機械,J001500|I015041,,線性滑軌與自動化元件,線性滑軌,,,自動化模組,,,海外市場,,,自動化景氣,,,毛利率,,,出口比例,,,景氣修正,,,價格競爭,,,匯率風險,,,中度循環股
4572,駐龍,上市電機機械,J001450,,航太機械加工股,航太零件,,,精密加工,,,外銷訂單,,,航太接單,,,毛利率,,,產能利用率,,,航太需求減弱,,,客戶集中,,,景氣衰退,,,航太循環波動大
4571,鈞興-KY,上市電機機械,J001500|I015041,,齒輪與傳動零件股,齒輪製造,,,傳動系統,,,外銷市場,,,汽車需求,,,毛利率,,,接單能見度,,,車市衰退,,,價格競爭,,,原料波動,,,傳動零件循環股
4566,時碩工業,上市電機機械,I022020,,汽車精密零件股,汽車零件,,,航太零件,,,外銷市場,,,車市景氣,,,毛利率,,,出口比例,,,車市下滑,,,景氣衰退,,,匯率波動,,,汽車循環股
4564,元翎,上市電機機械,,,氣動元件循環股,氣動工具,,,氣動零件,,,外銷,,,工業需求,,,毛利率,,,出口比例,,,製造業衰退,,,價格競爭,,,匯率波動,,,工業循環股
4562,穎漢,上市電機機械,,,工具機循環股,工具機銷售,,,客製設備,,,外銷,,,工具機訂單,,,毛利率,,,產能利用率,,,景氣衰退,,,價格競爭,,,匯率風險,,,典型工具機循環
4560,強信-KY,上市電機機械,,,傳動零件外銷股,傳動零件,,,汽車應用,,,外銷市場,,,汽車需求,,,毛利率,,,出口比例,,,車市衰退,,,價格競爭,,,匯率波動,,,車用循環股
4555,氣立,上市電機機械,,,氣動元件龍頭,氣動元件,,,自動化設備,,,外銷,,,自動化景氣,,,毛利率,,,出口比例,,,景氣修正,,,價格競爭,,,匯率風險,,,自動化循環股
4552,力達-KY,上市電機機械,,,傳動元件股,傳動設備,,,外銷訂單,,,工業應用,,,工業需求,,,毛利率,,,接單能見度,,,景氣衰退,,,原料上漲,,,匯率風險,,,工業循環股
4540,全球傳動,上市電機機械,J001500,,線性滑軌與滾珠螺桿,滾珠螺桿,,,滑軌產品,,,外銷市場,,,自動化需求,,,毛利率,,,產能利用率,,,設備投資下降,,,價格競爭,,,匯率波動,,,自動化循環
4532,瑞智,上市電機機械,,,壓縮機龍頭,冷凍壓縮機,,,家電應用,,,外銷市場,,,家電需求,,,毛利率,,,出口比例,,,需求下降,,,價格競爭,,,原料成本,,,家電循環股
4526,東台,上市電機機械,,,工具機代表股,工具機銷售,,,自動化設備,,,外銷,,,工具機訂單,,,毛利率,,,產能利用率,,,景氣衰退,,,價格競爭,,,匯率波動,,,高循環工具機股
3167,大量,上市電機機械,,,PCB與自動化設備股,設備銷售,,,客製系統,,,外銷,,,電子設備需求,,,毛利率,,,接單能見度,,,電子景氣修正,,,價格競爭,,,客戶集中,,,電子設備循環
2371,大同,上市電機機械,I099030,,電力與重電雙主軸,重電設備,,,電纜產品,,,能源工程,,,電網投資,,,毛利率,,,接單金額,,,公共工程延遲,,,成本上升,,,景氣修正,,,電力題材股
2049,上銀,上市電機機械,,,線性滑軌全球龍頭,滑軌銷售,,,機器人零件,,,外銷市場,,,自動化需求,,,毛利率,,,產能利用率,,,設備投資下滑,,,中國競爭,,,匯率波動,,,自動化核心股
1597,直得,上市電機機械,,,微型滑軌高成長股,微型滑軌,,,自動化應用,,,外銷,,,半導體設備需求,,,毛利率,,,接單能見度,,,景氣修正,,,競爭加劇,,,匯率風險,,,半導體設備延伸股
1590,亞德客-KY,上市電機機械,,,氣動元件龍頭，高毛利,氣動元件,,,自動化設備,,,外銷市場,,,自動化景氣,,,毛利率,,,中國需求,,,中國景氣放緩,,,價格競爭,,,匯率波動,,,自動化成長龍頭
1589,永冠-KY,上市電機機械,,,鑄件外銷股,鑄件銷售,,,風電應用,,,外銷市場,,,風電需求,,,毛利率,,,出口比例,,,風電投資下滑,,,原料上漲,,,匯率風險,,,風電循環股
1583,程泰,上市電機機械,,,工具機龍頭之一,工具機銷售,,,外銷訂單,,,客製設備,,,接單能見度,,,毛利率,,,產能利用率,,,景氣修正,,,價格競爭,,,匯率波動,,,工具機循環代表股
1560,中砂,上市電機機械,,,半導體耗材龍頭,鑽石碟,,,再生晶圓,,,半導體耗材,,,半導體產能,,,毛利率,,,接單能見度,,,半導體修正,,,競爭加劇,,,景氣下滑,,,半導體延伸股
1558,伸興,上市電機機械,,,縫紉機龍頭,縫紉機,,,家用設備,,,外銷市場,,,消費需求,,,毛利率,,,出口比例,,,消費衰退,,,價格競爭,,,匯率波動,,,消費循環股
1541,錩泰,上市電機機械,,,園藝與電動工具,園藝工具,,,電動工具,,,外銷市場,,,消費需求,,,毛利率,,,出口比例,,,需求下滑,,,價格競爭,,,匯率風險,,,消費循環股
1540,喬福,上市電機機械,,,工具機小型股,工具機銷售,,,加工設備,,,外銷,,,工具機接單,,,毛利率,,,產能利用率,,,景氣衰退,,,價格競爭,,,匯率波動,,,高循環小型股
1539,巨庭,上市電機機械,,,汽車零件股,汽車零件,,,外銷市場,,,工業應用,,,汽車銷量,,,毛利率,,,出口比例,,,車市衰退,,,價格競爭,,,匯率風險,,,汽車循環股
1538,正峰,上市電機機械,,,金屬加工小型股,金屬加工,,,外銷訂單,,,工業應用,,,工業需求,,,毛利率,,,出口比例,,,景氣修正,,,價格競爭,,,匯率風險,,,小型循環股
1537,廣隆,上市電機機械,,,鉛酸電池龍頭,鉛酸電池,,,儲能應用,,,外銷市場,,,電池需求,,,毛利率,,,出口比例,,,原料上漲,,,需求下降,,,價格競爭,,,能源循環股
1535,中宇,上市電機機械,,,工程與設備整合商,工程承攬,,,設備製造,,,維修服務,,,工程接單,,,毛利率,,,在手訂單,,,工程延遲,,,成本超支,,,景氣修正,,,工程景氣股
1532,勤美,上市電機機械,I099030,,鑄造與建材雙主軸,鑄件銷售,,,建材,,,外銷市場,,,工業需求,,,毛利率,,,出口比例,,,景氣衰退,,,原料上漲,,,需求下降,,,工業循環股
1531,高林股,上市電機機械,,,工業與消費雙業務,工業產品,,,零售通路,,,外銷,,,工業需求,,,毛利率,,,通路銷售,,,需求衰退,,,價格競爭,,,景氣修正,,,雙循環小型股
1530,亞崴,上市電機機械,,,工具機高階設備股,高階工具機,,,自動化設備,,,外銷,,,工具機訂單,,,毛利率,,,產能利用率,,,景氣修正,,,價格競爭,,,匯率波動,,,高循環工具機股
1529,樂事綠能,上市電機機械,,,儲能與綠能設備股,儲能設備,,,太陽能系統,,,工程承攬,,,綠能政策,,,接單能見度,,,毛利率,,,政策變動,,,工程延遲,,,景氣修正,,,政策題材股
1528,恩德,上市電機機械,,,木工機械股,木工機械,,,外銷訂單,,,加工設備,,,工具機需求,,,毛利率,,,出口比例,,,景氣衰退,,,價格競爭,,,匯率風險,,,小型循環股
1527,鑽全,上市電機機械,,,汽車零件與工具機,汽車零件,,,工具機零件,,,外銷市場,,,車市需求,,,毛利率,,,出口比例,,,車市衰退,,,景氣修正,,,匯率波動,,,車市循環股
1526,日馳,上市電機機械,,,自行車零件股,自行車零件,,,外銷市場,,,品牌客戶,,,自行車需求,,,毛利率,,,出口比例,,,需求下降,,,價格競爭,,,匯率風險,,,自行車循環股
1519,華城,上市電機機械,,,重電與變壓器龍頭,變壓器,,,電網設備,,,外銷市場,,,電網投資,,,毛利率,,,接單金額,,,公共工程延遲,,,成本上升,,,景氣修正,,,電力題材核心股
1517,利奇,上市電機機械,,,電動工具零件股,電動工具零件,,,外銷市場,,,工業應用,,,工具機需求,,,毛利率,,,出口比例,,,需求下降,,,價格競爭,,,匯率風險,,,工業循環股
1515,力山,上市電機機械,,,健身器材龍頭,健身器材,,,外銷市場,,,品牌代工,,,消費需求,,,毛利率,,,出口比例,,,消費疲弱,,,價格競爭,,,匯率風險,,,消費循環股
1514,亞力,上市電機機械,,,重電設備股,配電設備,,,變壓器,,,工程承攬,,,電網投資,,,毛利率,,,接單金額,,,工程延遲,,,成本上升,,,景氣修正,,,電力題材股
1513,中興電,上市電機機械,,,電力工程龍頭,電力工程,,,變電設備,,,維修服務,,,電網投資,,,在手訂單,,,毛利率,,,工程延遲,,,政策變動,,,成本上升,,,電力建設核心股
1506,正道,上市電機機械,,,金屬加工小型股,金屬加工,,,外銷市場,,,工業應用,,,工業需求,,,毛利率,,,出口比例,,,景氣衰退,,,價格競爭,,,匯率風險,,,小型循環股
1504,東元,上市電機機械,I099030,,馬達與電機龍頭,馬達銷售,,,電機設備,,,外銷市場,,,製造業景氣,,,毛利率,,,出口比例,,,景氣修正,,,價格競爭,,,匯率波動,,,電機龍頭循環股
1503,士電,上市電機機械,I099030,,配電與重電設備股,配電設備,,,變壓器,,,外銷市場,,,電網投資,,,毛利率,,,接單金額,,,工程延遲,,,成本上升,,,政策風險,,,電力題材股
TSE16,電器電纜,上市電器電纜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5283,禾聯碩,上市電器電纜,I015040,,深諳台灣通路習性，以「高CP值與多樣化」致勝的家電王,空調產品(主要獲利),,,液晶顯示器,,,生活小家電,,,房地產交屋潮,,,節能家電補助,,,自有品牌市佔率,,,房市政策降溫,,,關鍵零組件(面板)價格,,,售後維修成本上升,,,毛利率在同業中表現優異，與新建案市場高度掛鉤
4930,燦星網,上市電器電纜,,,電商轉型中的零售通路整合者,線上旅遊與電商平台營收,,,品牌代理與商品銷售毛利,,,通路整合帶來的規模經濟,,,電商營收成長率,,,毛利率變化,,,現金流與存貨週轉率,,,旅遊景氣循環波動,,,電商競爭激烈壓縮利潤,,,轉型不如預期,,,關注轉型成果與現金流品質，而非短期營收數字
1626,艾美特-KY,上市電器電纜,,,受限於氣候的「靠天吃飯」商，專精於風扇與電暖器,電風扇銷售,,,電暖器銷售,,,其他小家電與代工,,,極端氣候(夏熱冬冷),,,中國內需消費力,,,原材料(塑料/銅)報價,,,氣候不如預期(暖冬/涼夏),,,中國品牌劇烈內捲,,,匯率轉換損失,,,業績隨季節劇烈跳動，需關注中國電商通路佈局
1618,合機,上市電器電纜,,,穩健型基礎建設電纜供應商,電力電纜銷售收入,,,公共工程與標案訂單,,,原料價格波動帶來的庫存利差,,,在手訂單能見度,,,銅價走勢,,,毛利率與產能利用率,,,原物料價格劇烈波動,,,工程標案延遲,,,景氣循環導致需求下滑,,,銅價方向與訂單能見度是判斷股價循環位置的核心
1617,榮星,上市電器電纜,,,區域型電線電纜製造商,電線電纜產品銷售,,,客製化工程訂單,,,長期合作客戶穩定需求,,,營收年增率,,,毛利率穩定度,,,負債比率,,,市場規模有限,,,價格競爭壓力,,,原料成本轉嫁能力不足,,,重視財務結構安全邊際，避免只看短期題材
1616,億泰,上市電器電纜,,,循環型電纜股，受基建與能源需求帶動,電力與通信電纜銷售,,,大型公共工程訂單,,,能源轉型相關需求,,,接單金額與能見度,,,銅鋁價格趨勢,,,營業利益率,,,公共工程政策變動,,,原料價格大幅波動,,,產能擴張過快導致庫存壓力,,,屬於景氣循環股，買點比公司本身更重要
1615,大山,上市電器電纜,,,營運規模雖小但深耕區域建案，財務體質健康的電纜商,各類電力電纜,,,通信線纜,,,銅線銷售,,,中南部房市熱度,,,銅價避險效果,,,公共工程得標率,,,成交量低流動性不足,,,市場集中度過高,,,原物料採購集中度,,,典型的小而美，獲利與配息相對大廠意外地穩健
1614,三洋電,上市電器電纜,I099030,,以台灣自有品牌「SANLUX」立足，獲利穩定的傳產家電商,冷氣與洗冰家電,,,家電維修保固服務,,,資產租賃與開發,,,泰山廠資產開發進度,,,國內消費力道,,,季節性氣候變化,,,日系品牌價格戰,,,進口原物料成本,,,開發審核流程延宕,,,泰山廠開發案是市場長期關注的巨大潛在價值
1612,宏泰,上市電器電纜,,,獲利體質改善，聚焦高壓電纜與銅箔基板的穩健廠商,電力電纜與電線,,,銅箔基板(CCL),,,材料貿易,,,電子業去庫存進度,,,低煙無毒電纜訂單,,,台電合約執行率,,,CCL產品競爭激烈,,,銅價暴跌損失,,,營運周轉天數過長,,,近期處分非核心事業，轉向聚焦高利潤線纜，現金流轉強
